frame,events_ms,simulation_ms,render_ms,ui_ms,sim_gpu_ms,collision_gpu_ms,grid_gpu_ms,solver_gpu_ms,particles_n,frame_ms
597,0,22.9087,0,0,4.78431,0.373984,0.775788,0.872144,46344,20.4887
598,0,15.9778,0,0,5.66628,0.380224,0.776932,0.888524,46344,27.5536
599,0,31.6326,0,0,5.79998,0.381628,0.813124,0.915616,46344,20.6146
600,0,15.7363,0,0,4.77818,0.372892,0.780104,0.86606,46344,20.9074
601,0,15.7759,0,0,4.7761,0.372424,0.780988,0.864448,46344,21.1945
602,0,16.0303,0,0,5.6679,0.427648,0.814736,0.881036,46344,27.3037
603,0,15.8037,0,0,5.64741,0.38948,0.780936,0.870428,46344,20.8673
604,0,31.5164,0,0,4.78514,0.374504,0.777972,0.868504,46344,20.6995
605,0,19.0437,0,0,4.77942,0.372268,0.779376,0.86684,46344,21.3461
606,0,28.2815,0,0,5.56452,0.377832,0.78442,0.888992,46344,27.195
607,0,15.8147,0,0,4.81208,0.384228,0.78026,0.867776,46344,20.9532
608,0,15.8276,0,0,4.78119,0.375804,0.780156,0.866476,46344,21.0743
609,0,15.7678,0,0,5.53758,0.373204,0.781092,0.87932,46344,27.3542
610,0,7.95093,0,0,4.79991,0.395668,0.77948,0.86424,46344,20.8797
611,16.0303,16.0562,0,0,4.83548,0.376636,0.780156,0.902564,46344,21.2021
612,0,15.6501,0,0,5.61782,0.37752,0.780988,0.8762,46344,27.5173
613,0,15.9705,0,0,4.79757,0.37154,0.779688,0.86398,46344,21.3671
