frame,events_ms,simulation_ms,render_ms,ui_ms,sim_gpu_ms,collision_gpu_ms,grid_gpu_ms,solver_gpu_ms,particles_n,frame_ms
426,0,6.92432,0,0,3.92142,0.27326,0.733252,0.629356,32488,20.3462
427,0,0,0,0,3.87145,0.26754,0.726232,0.625144,32488,14.3032
428,0,15.9932,0,0,4.1574,0.265772,0.725452,0.655616,32488,20.4787
429,0,16.0291,0,0,4.20831,0.266916,0.724932,0.649896,32488,14.3538
430,0,15.6865,0,0,3.90868,0.28418,0.74594,0.62296,32488,20.3953
431,0,16.771,0,0,3.88128,0.269464,0.720564,0.624936,32488,14.2226
432,0,15.0933,0,0,4.10316,0.269048,0.729456,0.629616,32488,20.4568
433,0,15.9182,0,0,4.19151,0.272324,0.725192,0.624936,32488,14.2856
434,0,15.9243,0,0,3.88258,0.269724,0.723164,0.6253,32488,20.3471
435,0,15.7161,0,0,3.93978,0.27222,0.729768,0.630084,32488,14.6065
436,0,15.6375,0,0,4.96142,0.269724,0.734708,1.4521,32488,13.8373
437,0,11.228,0,0,4.26816,0.309764,0.746044,0.624208,32488,20.9279
438,0,4.65283,0,0,3.8806,0.269464,0.726492,0.630344,32488,13.7577
439,0,13.8674,0,0,3.94306,0.2821,0.72306,0.62634,32488,20.5579
440,0,0,0,0,4.18616,0.27144,0.726076,0.622648,32488,14.3986
441,0,16.053,0,0,4.19905,0.29536,0.723736,0.626964,32488,20.1306
442,0,15.6646,0,0,4.0859,0.269464,0.723216,0.626548,32488,14.1664
443,0,15.6592,0,0,3.88778,0.268528,0.723996,0.627848,32488,20.3571
444,0,15.8706,0,0,3.88222,0.26806,0.725452,0.624572,32488,14.4043
445,0,15.9231,0,0,4.117,0.270088,0.759876,0.622596,32488,20.2708
446,0,16.1033,0,0,4.1261,0.264212,0.73034,0.625612,32488,14.3032
447,0,15.7275,0,0,3.91253,0.275288,0.726648,0.62218,32488,20.412
448,0,15.8657,0,0,3.87291,0.265824,0.722072,0.627068,32488,14.3557
449,0,15.6433,0,0,4.77495,0.262704,0.72384,0.64688,32488,13.8659
450,0,0,0,0,4.19562,0.2834,0.7228,0.624676,32488,20.709
451,0,16.1113,0,0,4.17732,0.270296,0.726856,0.625508,32488,13.989
452,0,0,0,0,3.89782,0.272792,0.729924,0.632216,32488,20.4625
453,0,0,0,0,3.88788,0.273312,0.72358,0.622908,32488,14.205
454,0,15.9841,0,0,4.94109,0.269308,0.720252,0.654836,32488,13.9003
455,0,0,0,0,4.10732,0.270868,0.724048,0.632164,32488,20.9899
456,0,0,0,15.8088,4.14362,0.271908,0.749424,0.6266,32488,13.8297
457,0,14.0212,0,0,4.05153,0.349908,0.737932,0.653328,32488,20.7043
458,0,15.9524,0,0,3.8767,0.265876,0.724412,0.630344,32488,14.0224
459,0,19.9553,0,0,4.13062,0.272948,0.724672,0.625612,32488,20.4449
460,0,11.8687,0,0,4.17274,0.264732,0.723372,0.624832,32488,14.2565
461,0,7.37476,0,0,4.25459,0.338364,0.720772,0.637728,32488,20.3791
